,bf_id,full_date,title,state_code,state,latitude,longitude,geohash_5,geohash_6,geohash_7,geohash,date,year,month,day,season,temperature_mid,dew_point,cloud_cover,moon_phase,precip_type,classification,observed,solar_kp_index,solar_ap_index
10,177,1988-10-19,Report 177: Elk hunters hear screams in remote canyon below,UT,Utah,39.64175,-111.2186,9x0ct,9x0ct0,9x0ct0t,9x0ct0t1fv,1988-10-19,1988,10,19,Fall,49.0,29.0,0.0,0.3,rain,Class B,"About 1/2 hour before sunup two of us were elk hunting in James Canyon Fairview, Utah.  We heard a scream from across the canyon which repeated every few seconds for 5 or 6 episodes.  It shook the forest.  I have spent my whole life in the woods all over the West and know there is no animal in America that sounds that loud and piercing.  10 years later it dawned on me what we had been privileged to hear -my hunting buddy agrees and we heard a similar recording on a web site.  It sounded like a mix between a baby crying, a mountain lion roaring and a bull snorting.  Since then I have talked to 3 friends that have eyewitness accounts -one of them gave me a cutout of a footprint that they found near their ranch in Idaho.  It is huge and there were 3 sets of prints all different sizes.  A university in Boise came and did plaster casts.  Anyway, those that have seen are normal in every way.  If you want more info let me know.  P.S. I have a great theory that explains where sasquatch came from, why he is so intelligent and why they will never be caught or hurt another human.  Thanks for the good work and keep it up -Dan Robertson - 208-852-0429",3.333,18
11,179,1981-09-15,"Report 179: Man and witnesses have two seperate sighting, 1st while fishing, 2nd while driving",AL,Alabama,32.31435,-85.16235,djery,djery4,djery4d,djery4dstr,1981-09-15,1981,9,15,Fall,78.0,69.0,0.71,0.55,rain,Class A,"1981--My first encounter (Sept.): My girlfriend, her father and I were parked on the bank of the Chattahoochee river.  My girlfriend's father was sitting on the hood of the car with his fishing pole in front of him.  He was night cat-fishing.  While we sat there, with the car lights shining across the river, my girlfriend and I were sitting in the front seat just making small-talk (honest), when all of a sudden I heard the most horribly incredible scream coming from my right side.  To set the scene:  Our car was parked about two feet from the water, on the bank.  Off to my right about 60 feet was where the foliage began. Very swampy, very thick, and very hard to walk through.  About 40 feet further up the bank (which can't be seen from our car because of the foliage) is a huge oak tree.  I'd have to guess that the tree had about a 15 foot circumference - massive!  About 10 feet up the tree is a huge branch that went about 20 feet out over the river.  My friends and I would climb the tree and jump/dive into the river at least once every couple of weeks or so.  During one occasion, there were about 9 of us standing on this branch attempting to make it move - we barely made it do anything, let alone shake! Anyway, back to the car. As I heard the scream, my body instantly went into what I think was shock.  As I turned to my right s.l.o.w.l.y.. with all my hair standing straight-up, we heard the next sound~~~>  a chuuu..chuuu..chuuu..chuuuuuuu... (my feeble attempt to describe the sound of that huge branch I mentioned earlier that was shaking due to something GIGANTIC jumping off it into the water.  The splash that came next was equally as horrific.  All we did was just sit there in shock...waiting (I don't know why), staring at this point - straight ahead at the water.  My guess is that we were waiting for the thing to float into our headlights. We waited and waited and waited and all of a sudden an object - black - long - I would guess at least 9-10 feet, floated into our headlights and stopped. Please keep in mind that this action was deliberate, because it was floating downstream.  We stared at it forever it seemed.until it opened it's eyes - two huge balls of red (reflecting off the headlights of our car I imagine) light and looked at us.  My girlfriend's father at this point put the car into reverse, and we sped off.. extremely terrified. 1982--My second encounter (April): My girfriend and I were driving back from our senior prom (Georgia - chattahoochee river border area).  Our high school was 37 miles down-river ""way-out"" in the boon docks.   Anyway, as we were driving back home, we came to a flat 2-mile section of road that had a ""slippery-when-wet"" sign. Because we were tired, ""sober"", with road-hypnosis, the sign reflection caught our attention (she told me after).   As we came closer to the sign, something moved or reflected as we came closer - getting our attention. About 100 feet away, with our car lights fully shining on the it, we saw this massive, black creature leaning on the sign.  The top of the sign I guessed to be about 10 feet.  Whatever this creature was, all we could see was the top of the chest and down (about 10' of the creature!) we couldn't see the head.  It just stood there - we could see the massive muscles - most in rippling detail, shiny-black fur, standing with intelligence if you can understand that term, etc.  We sped-up all the while screaming at each other - scared to death.  A mile down the road, my left-rear tire blew out.  I drove 7 miles to the first house with a light and called my father to come out and help us.  While at this home, we talked with a few of the people that were there (they were having a party).  We were told a couple of stories about a missing hunter, animals found gutted or with their head missing.  A lot of strange screams in the night, etc.  First, I must say beyond a shadow of any doubt that this was no hoax - the costume alone would have cost thousands and thousands of dollars to create.  Second, the people that live in the area are extremely poor.  As a matter of fact, the home that we drove-up to after our tire blew, had light seeping through the cracks in the siding of the house, while it sat on cinder blocks - very poor people!",1.667,6
12,186,2001-08-11,Report 186: Two boys are chased by sasquatch,AR,Arkansas,34.55056,-92.34083,9ynkd,9ynkd9,9ynkd9x,9ynkd9xrwe,2001-08-11,2001,8,11,Fall,82.0,73.0,0.82,0.73,rain,Class A,"My friend and I were in the woods near my house hiking when my friend fell and hurt his ancle. I wanted to see something ahead of us real quick before heding back to my house so he sits down while i go ahead. I walk about 50 feet, not quite out of sight of my friend when this HUGE, tall hairy creature was kneeling. I turned to run and it chased me! I caught up with my friend. I didnt have to tell him what i saw. He saw it and ran with me. We got out of the woods and turned around and it was gone. No noises or nothing. We didnt bother to tell anyone. We were both white because my mom asked what was wrong but we said nothing and went on about our business. We never forgot it though.",2.0,7
13,187,2000-07-22,Report 187: Unusual vocalization heard near Sandy,OR,Oregon,45.40023,-122.2777,c2143,c21438,c21438b,c21438b5e0,2000-07-22,2000,7,22,Summer,61.0,56.0,0.94,0.7,rain,Class B,"Before I go any further, I'd like to emphasize that I am not sure that I actually heard a bigfoot sound.  I am mainly putting it on here because I have thought about it in depth (that's why the delay in reporting), and the only thing in my memory that has any resemblance at all to what I've heard is the past audio recordings of bigfoot (although what I heard had better audio!).  I still wonder if this was a bigfoot, how or why it would have been near a town, but I have no other explanations. I was in Sandy, Oregon with my family during the weekend of July 21-23, 2000. We were staying at the Sandy Inn, which is just west of the main part of town.  It was hard to sleep the night of the 21st; it was very humid and some thunderstorms did move through about midnight or so.  I was up several times during the night; either to shut the window, open the window, turn on the air conditioning, etc.  I got up once around 3 or so in the morning on the 22nd after the storms passed. I was sticking my head out of our 2nd story window, enjoying some cool air and kind of looking off into the woods toward the north.  There was not a sound anywhere (that I could hear). No cars on the highway, nothing.  Then I heard a very indescribable sound. I thought at first it was tires screeching but as the seconds passed I realized a car would have to be burning rubber for a long ways. Then as I kinda cleared my head, I thought it sounded like a man screaming, or better yet, wailing.  But I've n ever heard a human do a sound like that either. It was not a moan or howling with an ""o"" sound, it was more like ""eye-eeee--ah-eye-eee"". Very high pitched. It won't do me much good to try to interpret the sound in letters.  But the way the pitch of the sound went up and down so fast, I've never heard any animal or human do that, and I've heard quite a lot of animals.  If a a human did what I heard, they'd bust their vocal chords. It went on for about 20 seconds-maybe a little longer, but not sure of that. It did seem to kind of trail off at one point then come back. I know it was long enough for me to get a good listen.  It was not close by, either. The window faced toward the north, so it's possible that's where it came from but I can't be sure of that. It seemed like it was off in the distance somewhere. When it started, it was rather quiet, and ended trailing off in the same manner it started.  Even though I was a bit groggy, it was wierd enough to wake me up and even scare me a bit.  I didn't think too much of it at the time but the next morning I was thinking to myself, ""What was that?""  I didn't report it or consider that until now because I wasn't sure and after a while I honestly had forgotten about it until something in my mind triggered it again.  All I can say is, if it wasn't a bigfoot, fine.  But please tell me what it was",1.667,6
14,191,1984-07-31,Report 191: Daytime sighting by motorists along Hwy 6 near Glenwood,OR,Oregon,45.63606,-123.3471,c2079,c20795,c20795v,c20795v3k6,1984-07-31,1984,7,31,Summer,63.0,56.0,0.38,0.12,rain,Class A,This is a partial secondary report. I accidently sent the previous report before I completed the questionnaire. Bigfoot crossed the road in front of us while we were on Hwy 6 Between I-5 and the coast.  When we approched the crossing area it was grown up solid to the edge of the road. We were several hundred yards approching the figure when it was noticed. When we got closer there was no sign of it and the foilage looked impassable where it was. I am sure it was not a hiker or hunter. The figure moved with a purposeful gait. I would estimate the figure was in excess of 6 feet tall and had no distinguishable clothing.,1.667,6
15,245,1999-07-15,"Report 245: Two outdoorsman fishing, loud vocalizations, footsteps heard",AL,Alabama,33.28375,-87.32655,djcvk,djcvkg,djcvkg4,djcvkg4ezu,1999-07-15,1999,7,15,Summer,78.0,70.0,0.38,0.1,rain,Class A,"A friend and I were fishing on Holt lake in tuscaloosa county on day after work.  It was a thursday about mid july of last year (1999).  We had gotten on the water about 6:30 and started fishing.  We put in at Rocky Branch and went up river towards the upper end lock.  Towards night fall we started fishing back toward the launch.  about 11:30 we were fishing a secluded part of the shoreline.  The nearest house was probably 2-3 miles down river.  We were fishing close to the bank when I heard something walking at the top of the hill.  I figured it was a deer and didn't pay it any more attention.  As we proceeded down the bank the sound started down the hill towards us.  There were two distinct foot steps instead of four like a deer.  I thought I was hearing things so I looked back at my buddy and he was looking up the hill towards the sound.  We decided to go look for another fishing spot (because we were getting a little spooked)and started putting everthing up to make our run.  As we were doing that, whatever it was broke into a run towards us.  Before we could get the boat cranked the creature let out the most herendous snarl and growl I had ever heardand then hit the water after us.  We both love to hunt and spend alot of time outdoors but neither of us had ever heard anything like that, nor could we duplicate it when we would tell people of our encounter.  I hadn't thought anything else about it until we got on this web site and heard the recording of the growl sound.  That was the closest thing I have heard to the sound we heard that night.  I'v read that usually there is a strong musty smell preceeding most encounters, but we didnt smell anything unusual. Perhaps this was due to the fact that we were in a cross wind with the creature.  We don't know exactly what it was because we havent gotten up the nerve to go back and look around.  That was probably the last time I have been on the lake.  Everyone we told about this said we were crazy and were hearing things, but none of them will go back with me at night to look for it.  Due to the pale color of my face when I got home about 45min-1hrs later, my girlfriend will not even go the lake.  Its about 30min off of HWY59 exit 100 in brookwood Al.",3.0,15
16,257,2000-09-01,"Report 257: Mother describes possible observations by children near Tipp City, along Miami River",OH,Ohio,39.9784,-84.1735,dph5k,dph5kt,dph5ktf,dph5ktfep3,2000-09-01,2000,9,1,Summer,78.0,71.0,0.48,0.12,rain,Class B,"Since this spring my family  noticed several unusual things in our area. First was a very strange set of 3-hoofed or 3-toed prints that we found and my 10 yr.old daughter followed with her feet down a path and into the woods coming away from a large lake people fish at alot. It is located in a nature reserve area right next to my home here in Huber Heights, Ohio. Friday, Labor Day weekend, I took my children to a secluded place on the Miami River in Tipp City, Ohio. We were just going to play in a very shallow area and mess in the river.I was with my 10 yr. old daughter and my son who is 6, and their friend (male) who is 10 also. I knew something was weird when we first went down the path to the river because it was so dead quiet. You could hear your voice echo and nothing else. No Crikets or birds or bugs. Was very eary! None the less we found a path that led right to the river. We stood there and besides this tree with a bunch a sticks laying under it. The kids picked up large sticks and began hitting the tree with them. We then turned to leave the area and try to get closer to the rocks we wanted to get to. As I left, my 10 yr.old saw across the river a set of bushes and a tree shake like something hit it. It spooked her and she ran up ahead of me. The kids then found a pond further down the path and were throwing rocks in it, when I decided to walk back towards the car. I still was not feeling comfortable at all about the silence.I then heard out of this silence, a very loud chirping-whistle coming from somewhere so I stopped and turned to face the river. I heard the whistle first to my left,then immediatly to my right. Then it seemed to travel away to the right and get fainter.For some reason, Im not sure why, but I whistled at it. It then whistled back and when it did, it changed its tone and went down an octive. ( I have studied music my whole life and I couldn't hit its tone or pitch.)But it answered me back really scaring me. I called for the kids to come over by me and I then told them I thought it was time to go. I stopped and asked if they heard that chirping which seemed to be moving off down stream to my right still. I said to them ""listen I'll whistle and then it will answere me back."" I whistled again and instead of the sound I thought it would make, It began to chirp on our side of the river it seemed. The sound kept getting louder and louder. Moving closer to us when all of a sudden, we heard this enourmous tree being literally pushed to the ground to our right.Right infront of us! I screamed "" RUN!"" We all turned and ran, but my 6 yr. old didn't run. My oldest daughter said she looked over her shoulder to see where he was when we were running. She noticed he wasn't with us and he was standing frozen with his fists clutched to his sides.His eyes were really big and he looked so scared.She then yelled at him and he turned and ran.I only noticed him not being with us  we all were in the van with the doors shut, car started, and he was then on the outside screaming to get in. In those seconds he didn't run, this is what he said he saw: He told me that when the tree fell, something caught his eye so he turned to look.(to the right)He said it walked out of the woods and turned on the path looking straight at him. It took 3 steps stopped, and tilted its head to the side. It then took 4 more steps, paused and began moving even closer to him. It was then that he heard us yelling. He swears that he NEVER heard me scream run and he never heard us screaming and running to the car.He said that it was about as tall as his sister who is ten. It had a very large head that was round but it was sorta pointed on top. It was completly covered with brown fur or hair even the face had hair on it.Its eyes he couldn't see until it was closer and then he said they were round and black. His nose was black and sqwished to its face. Almost flat like.Its mouth was very wide, big, and looked like it was frowning. ( Or sad as he put it) It had very long arms that hung passed his knees  and swung out very far in front and back as it walked.It was hunched over when it walked too. Big shoulders and  a ""VERY"" big chest. He said when it got really close to him he then smelled it and it smelled like rotted garbage form the garage(haha)He even said he noticed clumps of mud hanging from its arms on the fur or hair. It never growled or made a sound. It just kept walking towards him and looking at him. He has been in serious distress at times since then. Fear, saddness, and anger are the bigger ones. He felt as though it was sad because of the face. Anger, because for a day and half we wouldn't listen to his story. He kept trying to tell us all somehing but we wouldn't listen. Fear, because it was incredibly scary to be standing alone and seeing this walk to you. I have had contacted our pediatrician and he is checking up on him and has been great in believing our story. We contacted someone who had a simular experience with his family in Oregon, and he has talked with my son and has helped us in dealing with all the anxiety in this whole situation and has be-friended him as well. We have made this a positive thing for him saying ""How many people actually see a bigfoot! What a cool kid you are!"" Plus allowing him to express how he has been feeling about this whole thing. He is excited about it, then very reserved about it too.  He also picked up a strange stick which I'm sending off to be evaluated. It looks as though something has used it for something. It was sanded down smooth by something and has tan and black animal hair fibers in certain parts of the wood. Something exists and we heard but our hero, Brian saw it!",3.333,18
17,273,1994-09-15,Report 273: Husband and wife hear scream while fishing,AL,Alabama,33.7065,-85.57415,djgpu,djgpu8,djgpu8n,djgpu8nf9g,1994-09-15,1994,9,15,Fall,77.0,64.0,0.25,0.36,rain,Class B,"About 7 years ago my wife and I were at a lake in the middle of the talledega national forrest in Alabama.The lake was sweet water lake.We were fishing in a small boat at the end of a slew early in the morning,we were the only ones at the lake, I think it was on a wendsday and we were all alone. We heard somthing scream, it started out as a howl and turned into a long high pitched scream and it was so loud it echoed through the mountians. It made the hair stand up on the back of our necks.But that is not all. About a year before that My stepfather and I were hicking around the same lake,we liked to fish at a spillway way on the backside of the lake,and about 1/2 mile into the hike we crossed a fire brake about 20 feet wide, now keep in mind that we are a pretty good way back in the woods,we have crossed rocks thorns and bryers and all kinds of rough ground. And right there across the dried mud in the fire brake is a set of foot prints dried into the mud.they were not huge they were about the size of a full grown man but they did look human, I just couldn't understand why a man would be this far back in the woods without shoes on.And over the years there is one thing I have thought about a bigfoot would have to grow up, so maybe it was a young bigfoot",2.0,7
18,283,1992-08-29,Report 283: Couple hear sounds and find footprints near Hoodsport,WA,Washington,47.5616,-123.1967,c22qs,c22qsd,c22qsd6,c22qsd6fku,1992-08-29,1992,8,29,Summer,56.0,44.0,0.0,0.06,rain,Class B,"On August 29, !992 my husband and I found a series of five footprints in a dried up boggy area, about 1 1/2- 2 miles past Jefferson Lake in the Hamma Hamma Recreation Area in Jefferson Co., Wa. The prints were 19 inches long and 10 inches wide at the ball of the foot. Previous to finding the foot prints we had been about a mile further up the mountain at a small pond. The pond is very secluded and one side, the side across from us was steep bank with thickvegetation. While we sat at the edge of the pond we heard loud brush movement followed y a loud crack as from a large limb breaking. We watched the other side of the pond hoping to see what was making so much noise. Our thoughts were a large animal with as much weight as a bear or elk etc. As we sat, from time to time there would be more rustling of brush followed by the loud crack of a limb breaking but whatever was there never showed itself or left. I sat there for 30 - 45 min. My husband growing bored began working his way around the pond. About half way around he began smelling a strong unpleasant odor. We both felt a strong unease. He came back and we left. We didn't put this incident together with finding the prints a very short time later till after researching the prints we had found and reading about other peoples encounters with bigfoot. After finding the prints, we went to the ranger station in Hoodsport and told the lady there about the prints we had found. She laughed, said (with a wink) that it must have been ""our sasquatch"". We felt a little silly and left. I continued to talk about what we had found to friend who mostly were disbelieving, but my boss at work said that it was too bad I hadn't made a plaster caste of it. I hadn't thought of that! The next Saturday, Sept.5 we bought a bag of plaster and returned. The prints were still undisturbed so we made a caste and also took pictures of the prints.",4.667,39
19,317,1990-04-15,"Report 317: Sighting by a courier near Benton, across from a log cabin on Cole Cemetery Road",KY,Kentucky,36.8207,-88.41175,dn91k,dn91kp,dn91kph,dn91kph80g,1990-04-15,1990,4,15,Spring,48.0,43.0,0.74,0.67,rain,Class A,"(Please excuse the old story, was not aware a site like this exsisted to record information, also, haven't told too many people...guess you can just imagine why...) April, 1990, rural Marshall County, I was attempting to make a residential delivery.  While walking up the gravel drive I noticed a flock of birds flying overhead coming from the direction of a thick grouping of trees in the back of a field to my left.  They were chattering loudly and flying wildly in what seemed to be a race.  As they got closer I noticed that there were different speices flying together...Blue Jays, Caridnals, Black Birds, Finches, etc...This struck me as odd for a moment.  When I reached the steps to the porch of the home I heard the thunder of hooves hitting the ground and turned and saw many horses that were in the field come running from the edge of the forest towards the house, they too where whinnying and making alot of commotion.  Before I could really think anything about it, I saw several deer leeping from the thick trees and running thru the fields away from the same spot, and behind the horses.  My first thought then was that there was a fire!  I hurried to the residence door and knocked very hard and repeatedly, while scanning the sky for any signs of smoke.  No one answered.  Having delivered here before I thought the occupant might be around back in the barn so I left the porch and turned to walk in that direction, that's when I heard the most terrifying sound in my entire life that I knew could not have been human or from any known animal in this area. The sound came from the thick group of trees and echoed over the fields in thick vibrations.  It was a mixture of a deep lions growl that hightened into a scream containing the same low, deep, loud rhythym.  I stood stunned, half scarred and half curious.  From the area of the trees where the sound traveled from was the figure of something very tall, very large in width and very strong, as some of the smaller pine trees about 10 to 15 feet in height were being shaken back and forth vigorously and violently.  The figure itself was not totally visible but hidden mostly behind the shadows of the larger trees behind and around it.  It was dark in color, guessing dark brown or black, with a thick furry outline.  It looked to have stood well over 7 feet in height. It began moving along the edge of the trees towards the house, just keeping inside the safety of the shadows.  The horses in the pasture where on the far right hand side now, rising up and hitting the fence with their hooves.  This was too much excitement for me, and I turned to run to my truck.  That hideous sound came thru the air again, but this time it was much closer than before,  I quickly made it into the truck, started the engine and left very rapidly.(Half way expecting the engine to be flooded or the battery dead, like in some lame horror movie.) This event left me pretty shaken, but it was also my duty as a courier to return to the home the next day to reattempt the delivery.  Upon reaching said home, I briefly explained to the occupant what occured the day before, expecting him to start laughing.  To my surprize, he only agreed that there had been some strange sounds coming from 'those neck of the woods' lately, and that his horses were frequently 'spooked' by something in the area.  He also stated that a friend of his had took his hunting dog back there a few weeks prior to this incident and that the dog took out after something, disappeared from sight, let out  curdling yelping sounds, then went quiet.  He said his buddy found what was left of the dog, it's head was not to be found, and that there had been a fowl ordor around the area at the time.  He further insisted it was probably a 'bobcat' or something and never suggested anything else, except not to 'go in them there woods' by myself. Not to worry, I had no intentions of it.",5.0,48
