state,year,population
Michigan,1940,5315000
Massachusetts,1940,4318000
Maryland,1940,1839000
Maine,1940,849000
Louisiana,1940,2370000
Kentucky,1940,2859000
Kansas,1940,1788000
Iowa,1940,2537000
Indiana,1940,3433000
Illinois,1940,7905000
Idaho,1940,522000
Georgia,1940,3119000
Florida,1940,1915000
District of Columbia,1940,690000
Delaware,1940,269000
Connecticut,1940,1708000
Colorado,1940,1130000
California,1940,6950000
Arkansas,1940,1955000
Arizona,1940,499000
Alabama,1940,2845000
Wyoming,1939,248000
Wisconsin,1939,3121000
West Virginia,1939,1868000
Washington,1939,1715000
Virginia,1939,2670000
Vermont,1939,358000
Utah,1939,543000
Texas,1939,6360000
Tennessee,1939,2874000
South Dakota,1939,645000
South Carolina,1939,1872000
Rhode Island,1939,701000
Pennsylvania,1939,9901000
Oregon,1939,1081000
Oklahoma,1939,2333000
Ohio,1939,6886000
North Dakota,1939,644000
North Carolina,1939,3514000
New York,1939,13523000
New Mexico,1939,523000
New Jersey,1939,4129000
New Hampshire,1939,490000
Nevada,1939,107000
Nebraska,1939,1318000
Montana,1939,555000
Missouri,1939,3783000
Mississippi,1939,2168000
Minnesota,1939,2771000
Michigan,1939,5156000
Massachusetts,1939,4347000
Maryland,1939,1793000
Maine,1939,846000
Louisiana,1939,2334000
Kentucky,1939,2825000
Kansas,1939,1824000
Iowa,1939,2520000
Indiana,1939,3403000
Illinois,1939,7890000
Idaho,1939,521000
Georgia,1939,3120000
Florida,1939,1836000
District of Columbia,1939,658000
Delaware,1939,263000
Connecticut,1939,1696000
Colorado,1939,1120000
California,1939,6785000
Arkansas,1939,1948000
Arizona,1939,484000
Alabama,1939,2814000
Wyoming,1938,246000
Wisconsin,1938,3098000
West Virginia,1938,1828000
Washington,1938,1698000
Virginia,1938,2638000
Vermont,1938,356000
Utah,1938,535000
Texas,1938,6301000
Tennessee,1938,2821000
South Dakota,1938,649000
South Carolina,1938,1834000
Rhode Island,1938,694000
Pennsylvania,1938,9952000
Oregon,1938,1067000
Oklahoma,1938,2324000
Ohio,1938,6837000
North Dakota,1938,647000
North Carolina,1938,3440000
New York,1938,13512000
New Mexico,1938,513000
New Jersey,1938,4100000
New Hampshire,1938,485000
Nevada,1938,105000
Nebraska,1938,1326000
Montana,1938,552000
Missouri,1938,3781000
Mississippi,1938,2127000
Minnesota,1938,2753000
Michigan,1938,5056000
Massachusetts,1938,4365000
Maryland,1938,1766000
Maine,1938,843000
Louisiana,1938,2285000
Kentucky,1938,2800000
Kansas,1938,1842000
Iowa,1938,2494000
Indiana,1938,3386000
Illinois,1938,7866000
Idaho,1938,513000
Georgia,1938,3091000
Florida,1938,1771000
District of Columbia,1938,638000
Delaware,1938,257000
Connecticut,1938,1684000
Colorado,1938,1112000
California,1938,6656000
Arkansas,1938,1928000
Arizona,1938,466000
Alabama,1938,2787000
Wyoming,1937,243000
Wisconsin,1937,3088000
West Virginia,1937,1813000
Washington,1937,1681000
Virginia,1937,2590000
Vermont,1937,356000
Utah,1937,529000
Texas,1937,6250000
Tennessee,1937,2795000
South Dakota,1937,656000
South Carolina,1937,1802000
Rhode Island,1937,694000
Pennsylvania,1937,9790000
Oregon,1937,1048000
Oklahoma,1937,2334000
Ohio,1937,6809000
North Dakota,1937,655000
North Carolina,1937,3385000
New York,1937,13511000
New Mexico,1937,503000
New Jersey,1937,4088000
New Hampshire,1937,481000
Nevada,1937,103000
Nebraska,1937,1339000
Montana,1937,554000
Missouri,1937,3794000
Mississippi,1937,2086000
Minnesota,1937,2746000
Michigan,1937,4968000
Massachusetts,1937,4358000
Maryland,1937,1754000
Maine,1937,842000
Louisiana,1937,2257000
Kentucky,1937,2784000
Kansas,1937,1856000
Iowa,1937,2498000
Indiana,1937,3374000
Illinois,1937,7857000
Idaho,1937,507000
Georgia,1937,3037000
Florida,1937,1709000
District of Columbia,1937,616000
Delaware,1937,254000
Connecticut,1937,1678000
Colorado,1937,1104000
California,1937,6528000
Arkansas,1937,1903000
Arizona,1937,453000
Alabama,1937,2762000
Wyoming,1936,240000
Wisconsin,1936,3082000
West Virginia,1936,1808000
Washington,1936,1653000
Virginia,1936,2552000
Vermont,1936,357000
Utah,1936,527000
Texas,1936,6192000
Tennessee,1936,2791000
South Dakota,1936,666000
South Carolina,1936,1781000
Rhode Island,1936,686000
Pennsylvania,1936,9767000
Oregon,1936,1025000
Oklahoma,1936,2365000
Ohio,1936,6801000
North Dakota,1936,664000
North Carolina,1936,3346000
New York,1936,13481000
New Mexico,1936,489000
New Jersey,1936,4084000
New Hampshire,1936,481000
Nevada,1936,101000
Nebraska,1936,1358000
Montana,1936,554000
Missouri,1936,3801000
Mississippi,1936,2072000
Minnesota,1936,2734000
Michigan,1936,4889000
Massachusetts,1936,4355000
Maryland,1936,1745000
Maine,1936,840000
Louisiana,1936,2246000
Kentucky,1936,2768000
Kansas,1936,1869000
Iowa,1936,2509000
Indiana,1936,3348000
Illinois,1936,7840000
Idaho,1936,495000
Georgia,1936,2978000
Florida,1936,1651000
District of Columbia,1936,629000
Delaware,1936,253000
Connecticut,1936,1672000
Colorado,1936,1090000
California,1936,6341000
Arkansas,1936,1892000
Arizona,1936,443000
Alabama,1936,2743000
Wyoming,1935,237000
Wisconsin,1935,3070000
West Virginia,1935,1794000
Washington,1935,1629000
Virginia,1935,2520000
Vermont,1935,357000
Utah,1935,526000
Texas,1935,6123000
Tennessee,1935,2798000
South Dakota,1935,674000
South Carolina,1935,1769000
Rhode Island,1935,678000
Pennsylvania,1935,9774000
Oregon,1935,1001000
Oklahoma,1935,2386000
Ohio,1935,6787000
North Dakota,1935,670000
North Carolina,1935,3323000
New York,1935,13375000
New Mexico,1935,475000
New Jersey,1935,4085000
New Hampshire,1935,481000
Nevada,1935,100000
Nebraska,1935,1375000
Montana,1935,550000
Missouri,1935,3798000
Mississippi,1935,2061000
Minnesota,1935,2717000
Michigan,1935,4838000
Massachusetts,1935,4343000
Maryland,1935,1729000
Maine,1935,836000
Louisiana,1935,2228000
Kentucky,1935,2748000
Kansas,1935,1872000
Iowa,1935,2524000
Indiana,1935,3332000
Illinois,1935,7797000
Idaho,1935,481000
Georgia,1935,2955000
Florida,1935,1613000
District of Columbia,1935,608000
Delaware,1935,252000
Connecticut,1935,1666000
Colorado,1935,1078000
California,1935,6175000
Arkansas,1935,1890000
Arizona,1935,434000
Alabama,1935,2719000
Wyoming,1934,233000
Wisconsin,1934,3054000
West Virginia,1934,1771000
Washington,1934,1610000
Virginia,1934,2485000
Vermont,1934,357000
Utah,1934,522000
Texas,1934,6053000
Tennessee,1934,2784000
South Dakota,1934,682000
South Carolina,1934,1760000
Rhode Island,1934,675000
Pennsylvania,1934,9795000
Oregon,1934,985000
Oklahoma,1934,2391000
Ohio,1934,6751000
North Dakota,1934,672000
North Carolina,1934,3304000
New York,1934,13253000
New Mexico,1934,461000
New Jersey,1934,4089000
New Hampshire,1934,480000
Nevada,1934,98000
Nebraska,1934,1382000
Montana,1934,545000
Missouri,1934,3784000
Mississippi,1934,2050000
Minnesota,1934,2695000
Michigan,1934,4798000
Massachusetts,1934,4305000
Maryland,1934,1710000
Maine,1934,829000
Louisiana,1934,2202000
Kentucky,1934,2722000
Kansas,1934,1868000
Iowa,1934,2510000
Indiana,1934,3319000
Illinois,1934,7772000
Idaho,1934,473000
Georgia,1934,2964000
Florida,1934,1585000
District of Columbia,1934,568000
Delaware,1934,250000
Connecticut,1934,1650000
Colorado,1934,1075000
California,1934,6060000
Arkansas,1934,1878000
Arizona,1934,428000
Alabama,1934,2685000
Wyoming,1933,230000
Wisconsin,1933,3040000
West Virginia,1933,1752000
Washington,1933,1592000
Virginia,1933,2460000
Vermont,1933,357000
Utah,1933,520000
Texas,1933,6014000
Tennessee,1933,2747000
South Dakota,1933,690000
South Carolina,1933,1752000
Rhode Island,1933,675000
Pennsylvania,1933,9784000
Oregon,1933,978000
Oklahoma,1933,2392000
Ohio,1933,6740000
North Dakota,1933,674000
North Carolina,1933,3268000
New York,1933,13126000
New Mexico,1933,449000
New Jersey,1933,4107000
New Hampshire,1933,477000
Nevada,1933,96000
Nebraska,1933,1385000
Montana,1933,541000
Missouri,1933,3773000
Mississippi,1933,2031000
Minnesota,1933,2673000
Michigan,1933,4780000
Massachusetts,1933,4282000
Maryland,1933,1694000
Maine,1933,821000
Louisiana,1933,2178000
Kentucky,1933,2698000
Kansas,1933,1877000
Iowa,1933,2495000
Indiana,1933,3304000
Illinois,1933,7768000
Idaho,1933,464000
Georgia,1933,2950000
Florida,1933,1552000
District of Columbia,1933,529000
Delaware,1933,248000
Connecticut,1933,1642000
Colorado,1933,1071000
California,1933,5963000
Arkansas,1933,1854000
Arizona,1933,426000
Alabama,1933,2661000
Wyoming,1932,230000
Wisconsin,1932,3021000
West Virginia,1932,1747000
Washington,1932,1584000
Virginia,1932,2452000
Vermont,1932,358000
Utah,1932,517000
Texas,1932,5961000
Tennessee,1932,2711000
South Dakota,1932,692000
South Carolina,1932,1748000
Rhode Island,1932,677000
Pennsylvania,1932,9764000
Oregon,1932,972000
Oklahoma,1932,2394000
Ohio,1932,6717000
North Dakota,1932,676000
North Carolina,1932,3227000
New York,1932,13001000
New Mexico,1932,441000
New Jersey,1932,4120000
New Hampshire,1932,474000
Nevada,1932,96000
Nebraska,1932,1386000
Montana,1932,540000
Missouri,1932,3746000
Mississippi,1932,2004000
Minnesota,1932,2646000
Michigan,1932,4780000
Massachusetts,1932,4259000
Maryland,1932,1678000
Maine,1932,815000
Louisiana,1932,2155000
Kentucky,1932,2676000
Kansas,1932,1883000
Iowa,1932,2489000
Indiana,1932,3281000
Illinois,1932,7736000
Idaho,1932,459000
Georgia,1932,2935000
Florida,1932,1521000
District of Columbia,1932,513000
Delaware,1932,245000
Connecticut,1932,1637000
Colorado,1932,1066000
California,1932,5894000
Arkansas,1932,1836000
Arizona,1932,426000
Alabama,1932,2653000
Wyoming,1931,229000
Wisconsin,1931,2990000
West Virginia,1931,1740000
Washington,1931,1581000
Virginia,1931,2445000
Vermont,1931,359000
Utah,1931,513000
Texas,1931,5907000
Tennessee,1931,2657000
South Dakota,1931,694000
South Carolina,1931,1753000
Rhode Island,1931,681000
Pennsylvania,1931,9707000
Oregon,1931,966000
Oklahoma,1931,2403000
Ohio,1931,6694000
North Dakota,1931,680000
North Carolina,1931,3184000
New York,1931,12848000
New Mexico,1931,436000
New Jersey,1931,4120000
New Hampshire,1931,470000
Nevada,1931,94000
Nebraska,1931,1384000
Montana,1931,540000
Missouri,1931,3711000
Mississippi,1931,1994000
Minnesota,1931,2614000
Michigan,1931,4798000
Massachusetts,1931,4248000
Maryland,1931,1657000
Maine,1931,807000
Louisiana,1931,2124000
Kentucky,1931,2652000
Kansas,1931,1881000
Iowa,1931,2482000
Indiana,1931,3257000
Illinois,1931,7687000
Idaho,1931,454000
Georgia,1931,2924000
Florida,1931,1493000
District of Columbia,1931,504000
Delaware,1931,242000
Connecticut,1931,1628000
Colorado,1931,1056000
California,1931,5824000
Arkansas,1931,1848000
Arizona,1931,429000
Alabama,1931,2649000
Wyoming,1930,226000
Wisconsin,1930,2950000
West Virginia,1930,1733000
Washington,1930,1568000
Virginia,1930,2427000
Vermont,1930,360000
Utah,1930,509000
Texas,1930,5844000
Tennessee,1930,2619000
South Dakota,1930,693000
South Carolina,1930,1745000
Rhode Island,1930,686000
Pennsylvania,1930,9649000
Oregon,1930,956000
Oklahoma,1930,2401000
Ohio,1930,6662000
North Dakota,1930,682000
North Carolina,1930,3167000
New York,1930,12647000
New Mexico,1930,427000
New Jersey,1930,4068000
New Hampshire,1930,466000
Nevada,1930,92000
Nebraska,1930,1380000
Montana,1930,539000
Missouri,1930,3646000
Mississippi,1930,2006000
Minnesota,1930,2576000
Michigan,1930,4834000
Massachusetts,1930,4250000
Maryland,1930,1636000
Maine,1930,800000
Louisiana,1930,2105000
Kentucky,1930,2623000
Kansas,1930,1883000
Iowa,1930,2475000
Indiana,1930,3242000
Illinois,1930,7644000
Idaho,1930,447000
Georgia,1930,2910000
Florida,1930,1471000
District of Columbia,1930,488000
Delaware,1930,239000
Connecticut,1930,1613000
Colorado,1930,1040000
California,1930,5711000
Arkansas,1930,1859000
Arizona,1930,434000
Alabama,1930,2647000
Wyoming,1929,223000
Wisconsin,1929,2934000
West Virginia,1929,1717000
Washington,1929,1555000
Virginia,1929,2425000
Vermont,1929,359000
Utah,1929,508000
Texas,1929,5762000
Tennessee,1929,2604000
South Dakota,1929,690000
South Carolina,1929,1739000
Rhode Island,1929,684000
Pennsylvania,1929,9723000
Oregon,1929,947000
Oklahoma,1929,2372000
Ohio,1929,6626000
North Dakota,1929,674000
North Carolina,1929,3133000
New York,1929,12171000
New Mexico,1929,420000
New Jersey,1929,3989000
New Hampshire,1929,467000
Nevada,1929,90000
Nebraska,1929,1375000
Montana,1929,524000
Missouri,1929,3622000
Mississippi,1929,1998000
Minnesota,1929,2572000
Michigan,1929,4795000
Massachusetts,1929,4229000
Maryland,1929,1621000
Maine,1929,797000
Louisiana,1929,2086000
Kentucky,1929,2606000
Kansas,1929,1867000
Iowa,1929,2460000
Indiana,1929,3226000
Illinois,1929,7606000
Idaho,1929,447000
Georgia,1929,2903000
Florida,1929,1445000
District of Columbia,1929,483000
Delaware,1929,236000
Connecticut,1929,1594000
Colorado,1929,1008000
California,1929,5531000
Arkansas,1929,1852000
Arizona,1929,430000
Alabama,1929,2644000
Wyoming,1928,220000
Wisconsin,1928,2923000
West Virginia,1928,1696000
Washington,1928,1551000
Virginia,1928,2435000
Vermont,1928,358000
Utah,1928,504000
Texas,1928,5675000
Tennessee,1928,2624000
South Dakota,1928,685000
South Carolina,1928,1739000
Rhode Island,1928,678000
Pennsylvania,1928,9802000
Oregon,1928,936000
Oklahoma,1928,2344000
Ohio,1928,6608000
North Dakota,1928,665000
North Carolina,1928,3082000
New York,1928,11599000
New Mexico,1928,416000
New Jersey,1928,3968000
New Hampshire,1928,468000
Nevada,1928,89000
Nebraska,1928,1371000
Montana,1928,541000
Missouri,1928,3601000
Mississippi,1928,1981000
Minnesota,1928,2592000
Michigan,1928,4665000
Massachusetts,1928,4217000
Maryland,1928,1610000
Maine,1928,797000
Louisiana,1928,2064000
Kentucky,1928,2567000
Kansas,1928,1850000
Iowa,1928,2450000
Indiana,1928,3212000
Illinois,1928,7576000
Idaho,1928,449000
Georgia,1928,2903000
Florida,1928,1433000
District of Columbia,1928,479000
Delaware,1928,233000
Connecticut,1928,1577000
Colorado,1928,1014000
California,1928,5344000
Arkansas,1928,1847000
Arizona,1928,422000
Alabama,1928,2640000
Wyoming,1927,219000
Wisconsin,1927,2916000
West Virginia,1927,1671000
Washington,1927,1538000
Virginia,1927,2433000
Vermont,1927,357000
Utah,1927,500000
Texas,1927,5577000
Tennessee,1927,2608000
South Dakota,1927,682000
South Carolina,1927,1736000
Rhode Island,1927,677000
Pennsylvania,1927,9745000
Oregon,1927,925000
Oklahoma,1927,2306000
Ohio,1927,6577000
North Dakota,1927,657000
North Carolina,1927,3027000
New York,1927,11174000
New Mexico,1927,410000
New Jersey,1927,3891000
New Hampshire,1927,466000
Nevada,1927,88000
Nebraska,1927,1365000
Montana,1927,527000
Missouri,1927,3576000
Mississippi,1927,1962000
Minnesota,1927,2588000
Michigan,1927,4589000
Massachusetts,1927,4223000
Maryland,1927,1599000
Maine,1927,796000
Louisiana,1927,2039000
Kentucky,1927,2551000
Kansas,1927,1836000
Iowa,1927,2441000
Indiana,1927,3191000
Illinois,1927,7519000
Idaho,1927,447000
Georgia,1927,2891000
Florida,1927,1418000
District of Columbia,1927,476000
Delaware,1927,229000
Connecticut,1927,1557000
Colorado,1927,1028000
California,1927,5147000
Arkansas,1927,1840000
Arizona,1927,414000
Alabama,1927,2609000
Wyoming,1926,217000
Wisconsin,1926,2892000
West Virginia,1926,1623000
Washington,1926,1516000
Virginia,1926,2419000
Vermont,1926,356000
Utah,1926,494000
Texas,1926,5453000
Tennessee,1926,2553000
South Dakota,1926,683000
South Carolina,1926,1726000
Rhode Island,1926,681000
Pennsylvania,1926,9594000
Oregon,1926,905000
Oklahoma,1926,2256000
Ohio,1926,6504000
North Dakota,1926,651000
North Carolina,1926,2959000
New York,1926,11257000
New Mexico,1926,403000
New Jersey,1926,3758000
New Hampshire,1926,463000
Nevada,1926,87000
Nebraska,1926,1353000
Montana,1926,531000
Missouri,1926,3556000
Mississippi,1926,1935000
Minnesota,1926,2560000
Michigan,1926,4451000
Massachusetts,1926,4194000
Maryland,1926,1576000
Maine,1926,793000
Louisiana,1926,2005000
Kentucky,1926,2545000
Kansas,1926,1836000
Iowa,1926,2432000
Indiana,1926,3148000
Illinois,1926,7395000
Idaho,1926,441000
Georgia,1926,2869000
Florida,1926,1368000
District of Columbia,1926,469000
Delaware,1926,225000
Connecticut,1926,1531000
Colorado,1926,1016000
California,1926,4929000
Arkansas,1926,1826000
Arizona,1926,403000
Alabama,1926,2567000
Wyoming,1925,216000
Wisconsin,1925,2863000
West Virginia,1925,1593000
Washington,1925,1494000
Virginia,1925,2423000
Vermont,1925,355000
Utah,1925,487000
Texas,1925,5332000
Tennessee,1925,2531000
South Dakota,1925,682000
South Carolina,1925,1718000
Rhode Island,1925,680000
Pennsylvania,1925,9478000
Oregon,1925,883000
Oklahoma,1925,2216000
Ohio,1925,6434000
North Dakota,1925,643000
North Carolina,1925,2895000
New York,1925,11186000
New Mexico,1925,396000
New Jersey,1925,3664000
New Hampshire,1925,459000
Nevada,1925,85000
Nebraska,1925,1343000
Montana,1925,535000
Missouri,1925,3526000
Mississippi,1925,1910000
Minnesota,1925,2540000
Michigan,1925,4331000
Massachusetts,1925,4154000
Maryland,1925,1556000
Maine,1925,792000
Louisiana,1925,1972000
Kentucky,1925,2520000
Kansas,1925,1825000
Iowa,1925,2427000
Indiana,1925,3119000
Illinois,1925,7306000
Idaho,1925,436000
Georgia,1925,2883000
Florida,1925,1264000
District of Columbia,1925,461000
Delaware,1925,222000
Connecticut,1925,1506000
Colorado,1925,1019000
California,1925,4730000
Arkansas,1925,1812000
Arizona,1925,393000
Alabama,1925,2534000
Wyoming,1924,215000
Wisconsin,1924,2833000
West Virginia,1924,1577000
Washington,1924,1467000
Virginia,1924,2426000
Vermont,1924,355000
Utah,1924,481000
Texas,1924,5210000
Tennessee,1924,2502000
South Dakota,1924,673000
South Carolina,1924,1710000
Rhode Island,1924,669000
Pennsylvania,1924,9383000
Oregon,1924,856000
Oklahoma,1924,2179000
Ohio,1924,6319000
North Dakota,1924,642000
North Carolina,1924,2830000
New York,1924,10953000
New Mexico,1924,390000
New Jersey,1924,3573000
New Hampshire,1924,457000
Nevada,1924,84000
Nebraska,1924,1333000
Montana,1924,538000
Missouri,1924,3508000
Mississippi,1924,1886000
Minnesota,1924,2521000
Michigan,1924,4214000
Massachusetts,1924,4102000
Maryland,1924,1537000
Maine,1924,788000
Louisiana,1924,1939000
Kentucky,1924,2531000
Kansas,1924,1807000
Iowa,1924,2420000
Indiana,1924,3086000
Illinois,1924,7215000
Idaho,1924,434000
Georgia,1924,2920000
Florida,1924,1160000
District of Columbia,1924,456000
Delaware,1924,219000
Connecticut,1924,1481000
Colorado,1924,1014000
California,1924,4541000
Arkansas,1924,1800000
Arizona,1924,382000
Alabama,1924,2501000
Wyoming,1923,211000
Wisconsin,1923,2803000
West Virginia,1923,1526000
Washington,1923,1433000
Virginia,1923,2423000
Vermont,1923,354000
Utah,1923,474000
Texas,1923,5077000
Tennessee,1923,2463000
South Dakota,1923,669000
South Carolina,1923,1699000
Rhode Island,1923,656000
Pennsylvania,1923,9148000
Oregon,1923,833000
Oklahoma,1923,2159000
Ohio,1923,6183000
North Dakota,1923,648000
North Carolina,1923,2761000
New York,1923,10752000
New Mexico,1923,382000
New Jersey,1923,3472000
New Hampshire,1923,453000
Nevada,1923,82000
Nebraska,1923,1321000
Montana,1923,538000
Missouri,1923,3454000
Mississippi,1923,1858000
Minnesota,1923,2487000
Michigan,1923,4063000
Massachusetts,1923,4057000
Maryland,1923,1521000
Maine,1923,781000
Louisiana,1923,1903000
Kentucky,1923,2480000
Kansas,1923,1808000
Iowa,1923,2425000
Indiana,1923,3042000
Illinois,1923,7068000
Idaho,1923,436000
Georgia,1923,2954000
Florida,1923,1097000
District of Columbia,1923,453000
Delaware,1923,215000
Connecticut,1923,1455000
Colorado,1923,984000
California,1923,4270000
Arkansas,1923,1784000
Arizona,1923,371000
Alabama,1923,2464000
Wyoming,1922,208000
Wisconsin,1922,2761000
West Virginia,1922,1498000
Washington,1922,1415000
Virginia,1922,2412000
Vermont,1922,354000
Utah,1922,467000
Texas,1922,4955000
Tennessee,1922,2424000
South Dakota,1922,660000
South Carolina,1922,1692000
Rhode Island,1922,644000
Pennsylvania,1922,8982000
Oregon,1922,814000
Oklahoma,1922,2140000
Ohio,1922,6054000
North Dakota,1922,647000
North Carolina,1922,2700000
New York,1922,10589000
New Mexico,1922,375000
New Jersey,1922,3380000
New Hampshire,1922,451000
Nevada,1922,81000
Nebraska,1922,1312000
Montana,1922,543000
Missouri,1922,3437000
Mississippi,1922,1836000
Minnesota,1922,2451000
Michigan,1922,3942000
Massachusetts,1922,4010000
Maryland,1922,1509000
Maine,1922,778000
Louisiana,1922,1871000
Kentucky,1922,2450000
Kansas,1922,1799000
Iowa,1922,2428000
Indiana,1922,2965000
Illinois,1922,6958000
Idaho,1922,436000
Georgia,1922,2965000
Florida,1922,1044000
District of Columbia,1922,450000
Delaware,1922,214000
Connecticut,1922,1431000
Colorado,1922,965000
California,1922,3991000
Arkansas,1922,1772000
Arizona,1922,360000
Alabama,1922,2434000
Wyoming,1921,203000
Wisconsin,1921,2722000
West Virginia,1921,1485000
Washington,1921,1405000
Virginia,1921,2395000
Vermont,1921,355000
Utah,1921,457000
Texas,1921,4853000
Tennessee,1921,2369000
South Dakota,1921,652000
South Carolina,1921,1693000
Rhode Island,1921,629000
Pennsylvania,1921,8900000
Oregon,1921,798000
Oklahoma,1921,2108000
Ohio,1921,5921000
North Dakota,1921,646000
North Carolina,1921,2651000
New York,1921,10416000
New Mexico,1921,370000
New Jersey,1921,3297000
New Hampshire,1921,449000
Nevada,1921,80000
Nebraska,1921,1309000
Montana,1921,546000
Missouri,1921,3429000
Mississippi,1921,1823000
Minnesota,1921,2434000
Michigan,1921,3872000
Massachusetts,1921,3951000
Maryland,1921,1492000
Maine,1921,775000
Louisiana,1921,1847000
Kentucky,1921,2436000
Kansas,1921,1779000
Iowa,1921,2407000
Indiana,1921,2976000
Illinois,1921,6858000
Idaho,1921,435000
Georgia,1921,2965000
Florida,1921,997000
District of Columbia,1921,446000
Delaware,1921,216000
Connecticut,1921,1415000
Colorado,1921,961000
California,1921,3795000
Arkansas,1921,1769000
Arizona,1921,351000
Alabama,1921,2402000
Wyoming,1920,197000
Wisconsin,1920,2679000
West Virginia,1920,1470000
Washington,1920,1373000
Virginia,1920,2347000
Vermont,1920,353000
Utah,1920,453000
Texas,1920,4723000
Tennessee,1920,2329000
South Dakota,1920,640000
South Carolina,1920,1685000
Rhode Island,1920,613000
Pennsylvania,1920,8740000
Oregon,1920,788000
Oklahoma,1920,2055000
Ohio,1920,5799000
North Dakota,1920,646000
North Carolina,1920,2588000
New York,1920,10282000
New Mexico,1920,363000
New Jersey,1920,3198000
New Hampshire,1920,444000
Nevada,1920,78000
Nebraska,1920,1300000
Montana,1920,543000
Missouri,1920,3404000
Mississippi,1920,1800000
Minnesota,1920,2403000
Michigan,1920,3723000
Massachusetts,1920,3882000
Maryland,1920,1464000
Maine,1920,771000
Louisiana,1920,1813000
Kentucky,1920,2421000
Kansas,1920,1769000
Iowa,1920,2400000
Indiana,1920,2947000
Illinois,1920,6663000
Idaho,1920,433000
Georgia,1920,2926000
Florida,1920,962000
District of Columbia,1920,440000
Delaware,1920,219000
Connecticut,1920,1391000
Colorado,1920,937000
California,1920,3554000
Arkansas,1920,1756000
Arizona,1920,340000
Alabama,1920,2359000
Wyoming,1919,191000
Wisconsin,1919,2600000
West Virginia,1919,1464000
Washington,1919,1333000
Virginia,1919,2318000
Vermont,1919,352000
Utah,1919,446000
Texas,1919,4631000
Tennessee,1919,2305000
South Dakota,1919,606000
South Carolina,1919,1687000
Rhode Island,1919,603000
Pennsylvania,1919,8643000
Oregon,1919,774000
Oklahoma,1919,2003000
Ohio,1919,5683000
North Dakota,1919,648000
North Carolina,1919,2535000
New York,1919,10252000
New Mexico,1919,362000
New Jersey,1919,3136000
New Hampshire,1919,443000
Nevada,1919,77000
Nebraska,1919,1290000
Montana,1919,534000
Missouri,1919,3371000
Mississippi,1919,1790000
Minnesota,1919,2346000
Michigan,1919,3591000
Massachusetts,1919,3785000
Maryland,1919,1445000
Maine,1919,762000
Louisiana,1919,1756000
Kentucky,1919,2413000
Kansas,1919,1756000
Iowa,1919,2379000
Indiana,1919,2906000
Illinois,1919,6392000
Idaho,1919,424000
Georgia,1919,2870000
Florida,1919,898000
District of Columbia,1919,445000
Delaware,1919,221000
Connecticut,1919,1359000
Colorado,1919,938000
California,1919,3339000
Arkansas,1919,1742000
Arizona,1919,329000
Alabama,1919,2337000
Wyoming,1918,181000
Wisconsin,1918,2597000
West Virginia,1918,1438000
Washington,1918,1341000
Virginia,1918,2359000
Vermont,1918,352000
Utah,1918,437000
Texas,1918,4666000
Tennessee,1918,2288000
South Dakota,1918,570000
South Carolina,1918,1746000
Rhode Island,1918,604000
Pennsylvania,1918,8524000
Oregon,1918,763000
Oklahoma,1918,1969000
Ohio,1918,5547000
North Dakota,1918,636000
North Carolina,1918,2522000
New York,1918,9936000
New Mexico,1918,382000
New Jersey,1918,3043000
New Hampshire,1918,440000
Nevada,1918,77000
Nebraska,1918,1266000
Montana,1918,501000
Missouri,1918,3325000
Mississippi,1918,1813000
Minnesota,1918,2291000
Michigan,1918,3499000
Massachusetts,1918,3695000
Maryland,1918,1467000
Maine,1918,760000
Louisiana,1918,1746000
Kentucky,1918,2425000
Kansas,1918,1729000
Iowa,1918,2351000
Indiana,1918,2880000
Illinois,1918,6275000
Idaho,1918,405000
Georgia,1918,2941000
Florida,1918,865000
District of Columbia,1918,418000
Delaware,1918,220000
Connecticut,1918,1329000
Colorado,1918,906000
California,1918,3262000
Arkansas,1918,1749000
Arizona,1918,320000
Alabama,1918,2343000
Wyoming,1917,186000
Wisconsin,1917,2587000
West Virginia,1917,1439000
Washington,1917,1287000
Virginia,1917,2313000
Vermont,1917,372000
Utah,1917,444000
Texas,1917,4563000
Tennessee,1917,2331000
South Dakota,1917,599000
South Carolina,1917,1675000
Rhode Island,1917,606000
Pennsylvania,1917,8578000
Oregon,1917,763000
Oklahoma,1917,1960000
Ohio,1917,5510000
North Dakota,1917,661000
North Carolina,1917,2546000
New York,1917,9993000
New Mexico,1917,361000
New Jersey,1917,2976000
New Hampshire,1917,447000
Nevada,1917,81000
Nebraska,1917,1285000
Montana,1917,505000
Missouri,1917,3470000
Mississippi,1917,1820000
Minnesota,1917,2329000
Michigan,1917,3451000
Massachusetts,1917,3738000
Maryland,1917,1428000
Maine,1917,777000
Louisiana,1917,1795000
Kentucky,1917,2421000
Kansas,1917,1748000
Iowa,1917,2382000
Indiana,1917,2910000
Illinois,1917,6313000
Idaho,1917,413000
Georgia,1917,2885000
Florida,1917,895000
District of Columbia,1917,385000
Delaware,1917,222000
Connecticut,1917,1327000
Colorado,1917,910000
California,1917,3171000
Arkansas,1917,1737000
Arizona,1917,311000
Alabama,1917,2361000
Wyoming,1916,174000
Wisconsin,1916,2562000
West Virginia,1916,1414000
Washington,1916,1255000
Virginia,1916,2316000
Vermont,1916,360000
Utah,1916,436000
Texas,1916,4444000
Tennessee,1916,2304000
South Dakota,1916,595000
South Carolina,1916,1650000
