bf_id,full_date,title,state_code,state,latitude,longitude,geohash_5,geohash_6,geohash_7,geohash,date,year,month,day,season,classification,observed,solar_kp_index,solar_ap_index
109,1995-07-10,Report 109: Union Pacific Railway Conductor Observes Great Ape on Railroad Trackbed,OR,Oregon,45.65125,-121.9123,c2179,c2179y,c2179yd,c2179yd1v9,1995-07-10,1995,7,10,Summer,Class A,"I am a conductor for UPRR working pool freight from Portland OR to Hermiston OR.  We were traveling westbound on a train going around curves between Bonneville, Cascade Locks and Dodson.  As we came around a curve near milepost 36, I saw something dark between the rails.  I said to the engineer, ""What is that"".  He then blew the whistle. Something tall and hairy with long arms got up and ran into the trees and brush. Its arms swung wildly when it ran. We looked into the spot where the animal went into cover, but could not see it. Time  was daybreak.  We got a good look as we aproached at about 15 rail car lengths.",0.333,2
113,1975-10-01,"Report 113: Son and friend find footprints. Later something stalks them along riverbank, incident retold by his father",KS,Kansas,37.44208,-95.35479,9ysjn,9ysjn0,9ysjn0h,9ysjn0hgbm,1975-10-01,1975,10,1,Fall,Class B,"Although I, nor my boys have actually seen a bigfoot, they have seen strong evidence of one. About 1975, my son and his friend found large tracks in fresh snow south of Galesburg, KS.  They followed these tracks for about a half mile until they stopped under an old railroad trestle. Sometime later, they were checking limb lines about 12:30 AM in their boat in the same area. The night was very dark and although they had a flashlight, all it would reveal was the immediate brush along the creek. As they paddled along, they kept hearing something in the brush which they assumed was a deer. A few minutes later, a huge rock came flying downward in front of their boat and hit the water. Whatever it was had to be either human, or a human type of creature. It is unlikely to have been a person since that side of the creek is avoided because of its inaccessability and very heavy brush.",0.333,2
115,1976-08-15,Report 115: Young girls have daylight sighting near their home,FL,Florida,30.98555,-85.6489,dje07,dje070,dje0708,dje0708rgv,1976-08-15,1976,8,15,Summer,Class A,"My brother had built a hut (fort) in the woods right at the edge of the woods by our home. That morning, my little sister (age 5) and myself (age 9) went out to the hut. It was just after daybreak. The first thing we noticed was the smell. It was awful, very foul. We then heard something large walking through the woods. At this point,  I grabbed my sister and ran into the gully behind the hut to hide. After we were in the gully, we heard a growling sound. It would growl for a few minutes and then stop, and then growled one more time. Then we saw this huge thing standing at the edge of the woods. It was very tall, and broad. It was standing there on two legs with a human-like shape. It had hair that was brownish/red in color.This was not a bear. It was standing approximately 50 to 70 feet from us. The trees and bushes were obscurring it a small amount. It walked up to within a few feet of the hut, then turned and walked away. We were terrified. After it left, we ran home.",1.667,6
116,1995-03-31,Report 116: Possible Injured Juvenile on I-84 near Boardman,OR,Oregon,45.83675,-119.6389,c24uv,c24uv8,c24uv83,c24uv83d7t,1995-03-31,1995,3,31,Spring,Class B,"In the early spring of 1995, a friend of mine and I had just finished a construction job in Vancouver  WA ,and were heading back home to Oklahoma. We left Vancouver in the late afternoon, and made our way down the highway that runs parallel to the Columbia River (I can not remember the # of the road) just after dark we aproached (what the sign said was) the Columbia River Gorge(seeing as how it was dark we did not see much). The road started to bend south a bit and we came to the first incline and in the headlights of my truck appeared this figure, at first I thought it was some animal that was crossing the road but as we got closer and the lights of the truck became more focused on it, we realized that it was not a common anima! It looked to be about three to four feet tall with the strangest red colored hair covering it's body. But the thing is, it was sitting in the road facing us with one leg straight out and the other leg out to it's right side, and it was trying to push itself up (as if it had been hit by a car). Well, I had to swerve into the other lane to avoid hitting the poor thing! All this took place in about a minute or so. My friend and I never said a word until after it was over a minute or so, I said ""Charlie...did you see that?"" and he replied ""I was'nt going to say nothin' till you said something, but yes!  We thought right off of going back but had decided that since it was so small that mother could be near by and we both (being avid hunters )were armed but what we saw was no mule deer or bear or anything else that we had stalked in the past; so we kept driving just to be on the safe side.",0.333,2
135,1981-08-15,Report 135: Two couples shine owl and observe large hairy primate,WI,Wisconsin,44.8491,-88.51969,dpcp1,dpcp1s,dpcp1st,dpcp1stbvw,1981-08-15,1981,8,15,Summer,Class A,"Back in the summer of 1981, my then fiance' and his twin brother and his fiancee' were just driving through the ""Mooseyards"" as young people do, and pulled off to the side to just ""sit"" and whatever (it's been awhile) with the back of the car facing the road and the headlights to the woods.  As we were talking, we all noticed some eyes shining in the trees ahead of us.  We all just casually commented as to whether it was a bear, but no, it was up to high.  Well then it must be an owl because it was at least 8 feet up or so. The driver then put on his brights and now we saw a huge figure standing there which then just casually turned to it's left and started to walk.  We didn't wait to see any more because we all yelled and the driver of our car immediately floored it in reverse and we sped away.   We all went home and compared notes on our observations along with the twins trying to draw the creature.  We made the decision to not tell anyone because we knew we'd be called nuts.  We sure would of said that about anyone telling us that story. The next day, in daylight, we went back to that location and observed the tops of the wild grass in that area was burned in a large circular pattern. I have know idea if it is related or not.  Just odd. We never talked much about it again except occasionally my husband now and again.  Now I live in the area again and am very curious because we are building a house in the ""Mooseyard"" and wanted to know after seeing a program on T.V. about your site, if anyone else saw anything similar in the area. My husband being better with directions can drive right to the sight.",2.333,9
140,1996-08-24,Report 140: Characteristic vocalization heard by hunter on Hayden Mountain,CO,Colorado,38.48959,-107.7,9wg6v,9wg6vn,9wg6vnz,9wg6vnz605,1996-08-24,1996,8,24,Summer,Class B,"This incident was a scream we heard on the opening day of archery dear and elk season in Western Colorado.  My hunting partner and I had left our camp before dawn to make the final climb into Fall Creek basin from just below the mouth of the basin (approximately 300 yards)  After hunting the basin we exited out the mouth of the basin and instead of returning to our camp we headed north to the next basin over, Thistledown Creek.  From the dark timber near our camp, we were now approximately 500 yards away and a couple hundred feet higher in elevation.  An extemely loud blood curdling scream lasting several seconds boomed out from the direction of our camp.  There clearly was nothing between our position and the dark timber where our camp was located. Yet the scream was unbelievably loud.  It happened just once.  After gaining control of our senses, we concluded it must have been a mountain lion. I talked to a few hunting guides I know who specialize in hunting mountain lions.  None of them could verify the sound of the scream I described as being from a mountain lion.  I did not consider it to be a Bigfoot until I heard a recording of what was thought to be a Bigfoot on a cable TV special aired this summer in July.  Since then, I have pondered that scream I heard in 1996.  Then my brother told me about this website.",2.667,12
147,2000-06-15,Report 147: Sound reports from resident in South Lake Tahoe,CA,California,38.93333,-119.9833,9qftm,9qftmx,9qftmxw,9qftmxwg46,2000-06-15,2000,6,15,Summer,Class A,"At our home south of South Lake Tahoe, we have been hearing tell-tale screams for the last three months. I have several recordings of these screams, and have been in coordination with three of the curators involved with the BFRO for northern California. Suffice it to say that almost nightly, we have been witness to a resounding number of screams/wails which have not been attributable to coyote nor other ""known"" forms of animal call/sound.  The sounds have occurred from 9:00pm through 7:00am in the morning on a consistent basis.  I have made several recordings, mostly from my bedroom window. We have made several all-night forays into the forest in an attempt to capture the sounds. My brother and I have made extensive backpacking trips into the wilderness surrounding this area in an attempt to pin down the most likely locations for activity, and we feel we have narrowed it down very well (based upon our normal reception of sound and habitational demographic...) I have found tracks in this area which i have photographed as well as ""beds"" with torn branches/etc. which may very well be attributable to bear activity, although the screams at night are definitely not.  Areas in question are well off of the beaten path. Description:  A mournful wail. Sounds like a locator beacon (like a sonar ""ping"") usually answered by another of lower pitch, and both seem to converge at some point--after which both cease to sound.  We (my brother and I) have noticed coyote howls interspersed with the ""other"" sounds.  We have thoroughly explored the areas surrounding our location, some of which our dogs refused to enter.  We've camped out all night with bait, only to give up and head in to hear them after we've been tucked away for a good thirty minutes--leaving us dead tired with no ""substantial evidence"".",1.0,4
175,2000-07-30,Report 175: Campers encounter large animal near Cle Elum,WA,Washington,47.47745,-121.0415,c23yj,c23yje,c23yjeh,c23yjeh20w,2000-07-30,2000,7,30,Summer,Class C,"We were having a family reunion and on saturday night everybody was having a good time. When everybody decided to settle down for the night it was about 1-2:00 in the morning. On Sunday morning one of the family members who had slept in a tent said that they had here a growl type high pitch yell they sounded almost man like but with power behind it. Enough power that it seemed to have come off of the mountain side that was behind us. While talking about it one other family member claimed that they heard it also. They both agreed that it was about 5:00am when the grumble occured. That following night everybody was cooking dinner on the barbecue's, steak, hamburger,etc. At about 10:00pm we decided to go the the ""frog ponds"" is what we called it. Parts of the creek that cut through land and made little swimming holes. A half hour later and only one frog, we decided to go down stream, cut through camp and go about 50 yards out. We were all four having a good time laughing and joking around when we came to a little road that seemed to lead to a camp next to ours that was empty. Then this awful smell like human feces, maybe even worse, was in the air. We thought nothing of it and was joking about somebody passing gas. Granted we had two dogs with us, one an 8 yr. old german shepard and a 6 yr. old husky. We all heard this rustle in the heavily wooded area to our right. Thinking that it was a deer or elk we all got down low and shined our flashlights hoping to catch a glimpse of the animal. Then we heard another rustle, very loud, like it was pushing over trees only coming in our direction. Then two very heavy thuds that were to close to being human like then a deer maybe even a bear was heard, and like cowards, maybe smart ones, we ran back to camp. All of that happened in a matter of seconds which seemend like minutes. After we calmed ourselves and grabbed a gun, three of us headed back determined to figure out what it was. The fourth was so terrified she was sick to her stomach. We found nothing to be in the area and no other sounds were heard. Although we didn't realize it at the time there was absolutly no odor in the air surrounding us. And we also realized that the dogs that were with us had no reaction to what happened either. We preceded to go back to camp and tell some of the others. Five more men got there guns and went to look for tracks. Still no odor and nothing was really found in the darkness. One witnessed a den like area across a marsh type area of the creek. Where it seemed that something had just made itself comfortable for a while to rest. What ever was out there we felt that it knew we were coming before we even knew what was going on. It seemed like it wasn't even scared or intimidated by us to turn and run away. It did just the oppisite. The terror we felt was more then anything I've ever felt before. We brought or tents in the middle of camp after deciding not to let the fear make us pack up and leave.",2.0,7
177,1988-10-19,Report 177: Elk hunters hear screams in remote canyon below,UT,Utah,39.64175,-111.2186,9x0ct,9x0ct0,9x0ct0t,9x0ct0t1fv,1988-10-19,1988,10,19,Fall,Class B,"About 1/2 hour before sunup two of us were elk hunting in James Canyon Fairview, Utah.  We heard a scream from across the canyon which repeated every few seconds for 5 or 6 episodes.  It shook the forest.  I have spent my whole life in the woods all over the West and know there is no animal in America that sounds that loud and piercing.  10 years later it dawned on me what we had been privileged to hear -my hunting buddy agrees and we heard a similar recording on a web site.  It sounded like a mix between a baby crying, a mountain lion roaring and a bull snorting.  Since then I have talked to 3 friends that have eyewitness accounts -one of them gave me a cutout of a footprint that they found near their ranch in Idaho.  It is huge and there were 3 sets of prints all different sizes.  A university in Boise came and did plaster casts.  Anyway, those that have seen are normal in every way.  If you want more info let me know.  P.S. I have a great theory that explains where sasquatch came from, why he is so intelligent and why they will never be caught or hurt another human.  Thanks for the good work and keep it up -Dan Robertson - 208-852-0429",4.0,27
179,1981-09-15,"Report 179: Man and witnesses have two seperate sighting, 1st while fishing, 2nd while driving",AL,Alabama,32.31435,-85.16235,djery,djery4,djery4d,djery4dstr,1981-09-15,1981,9,15,Fall,Class A,"1981--My first encounter (Sept.): My girlfriend, her father and I were parked on the bank of the Chattahoochee river.  My girlfriend's father was sitting on the hood of the car with his fishing pole in front of him.  He was night cat-fishing.  While we sat there, with the car lights shining across the river, my girlfriend and I were sitting in the front seat just making small-talk (honest), when all of a sudden I heard the most horribly incredible scream coming from my right side.  To set the scene:  Our car was parked about two feet from the water, on the bank.  Off to my right about 60 feet was where the foliage began. Very swampy, very thick, and very hard to walk through.  About 40 feet further up the bank (which can't be seen from our car because of the foliage) is a huge oak tree.  I'd have to guess that the tree had about a 15 foot circumference - massive!  About 10 feet up the tree is a huge branch that went about 20 feet out over the river.  My friends and I would climb the tree and jump/dive into the river at least once every couple of weeks or so.  During one occasion, there were about 9 of us standing on this branch attempting to make it move - we barely made it do anything, let alone shake! Anyway, back to the car. As I heard the scream, my body instantly went into what I think was shock.  As I turned to my right s.l.o.w.l.y.. with all my hair standing straight-up, we heard the next sound~~~>  a chuuu..chuuu..chuuu..chuuuuuuu... (my feeble attempt to describe the sound of that huge branch I mentioned earlier that was shaking due to something GIGANTIC jumping off it into the water.  The splash that came next was equally as horrific.  All we did was just sit there in shock...waiting (I don't know why), staring at this point - straight ahead at the water.  My guess is that we were waiting for the thing to float into our headlights. We waited and waited and waited and all of a sudden an object - black - long - I would guess at least 9-10 feet, floated into our headlights and stopped. Please keep in mind that this action was deliberate, because it was floating downstream.  We stared at it forever it seemed.until it opened it's eyes - two huge balls of red (reflecting off the headlights of our car I imagine) light and looked at us.  My girlfriend's father at this point put the car into reverse, and we sped off.. extremely terrified. 1982--My second encounter (April): My girfriend and I were driving back from our senior prom (Georgia - chattahoochee river border area).  Our high school was 37 miles down-river ""way-out"" in the boon docks.   Anyway, as we were driving back home, we came to a flat 2-mile section of road that had a ""slippery-when-wet"" sign. Because we were tired, ""sober"", with road-hypnosis, the sign reflection caught our attention (she told me after).   As we came closer to the sign, something moved or reflected as we came closer - getting our attention. About 100 feet away, with our car lights fully shining on the it, we saw this massive, black creature leaning on the sign.  The top of the sign I guessed to be about 10 feet.  Whatever this creature was, all we could see was the top of the chest and down (about 10' of the creature!) we couldn't see the head.  It just stood there - we could see the massive muscles - most in rippling detail, shiny-black fur, standing with intelligence if you can understand that term, etc.  We sped-up all the while screaming at each other - scared to death.  A mile down the road, my left-rear tire blew out.  I drove 7 miles to the first house with a light and called my father to come out and help us.  While at this home, we talked with a few of the people that were there (they were having a party).  We were told a couple of stories about a missing hunter, animals found gutted or with their head missing.  A lot of strange screams in the night, etc.  First, I must say beyond a shadow of any doubt that this was no hoax - the costume alone would have cost thousands and thousands of dollars to create.  Second, the people that live in the area are extremely poor.  As a matter of fact, the home that we drove-up to after our tire blew, had light seeping through the cracks in the siding of the house, while it sat on cinder blocks - very poor people!",3.0,15
186,2001-08-11,Report 186: Two boys are chased by sasquatch,AR,Arkansas,34.55056,-92.34083,9ynkd,9ynkd9,9ynkd9x,9ynkd9xrwe,2001-08-11,2001,8,11,Fall,Class A,"My friend and I were in the woods near my house hiking when my friend fell and hurt his ancle. I wanted to see something ahead of us real quick before heding back to my house so he sits down while i go ahead. I walk about 50 feet, not quite out of sight of my friend when this HUGE, tall hairy creature was kneeling. I turned to run and it chased me! I caught up with my friend. I didnt have to tell him what i saw. He saw it and ran with me. We got out of the woods and turned around and it was gone. No noises or nothing. We didnt bother to tell anyone. We were both white because my mom asked what was wrong but we said nothing and went on about our business. We never forgot it though.",1.0,4
187,2000-07-22,Report 187: Unusual vocalization heard near Sandy,OR,Oregon,45.40023,-122.2777,c2143,c21438,c21438b,c21438b5e0,2000-07-22,2000,7,22,Summer,Class B,"Before I go any further, I'd like to emphasize that I am not sure that I actually heard a bigfoot sound.  I am mainly putting it on here because I have thought about it in depth (that's why the delay in reporting), and the only thing in my memory that has any resemblance at all to what I've heard is the past audio recordings of bigfoot (although what I heard had better audio!).  I still wonder if this was a bigfoot, how or why it would have been near a town, but I have no other explanations. I was in Sandy, Oregon with my family during the weekend of July 21-23, 2000. We were staying at the Sandy Inn, which is just west of the main part of town.  It was hard to sleep the night of the 21st; it was very humid and some thunderstorms did move through about midnight or so.  I was up several times during the night; either to shut the window, open the window, turn on the air conditioning, etc.  I got up once around 3 or so in the morning on the 22nd after the storms passed. I was sticking my head out of our 2nd story window, enjoying some cool air and kind of looking off into the woods toward the north.  There was not a sound anywhere (that I could hear). No cars on the highway, nothing.  Then I heard a very indescribable sound. I thought at first it was tires screeching but as the seconds passed I realized a car would have to be burning rubber for a long ways. Then as I kinda cleared my head, I thought it sounded like a man screaming, or better yet, wailing.  But I've n ever heard a human do a sound like that either. It was not a moan or howling with an ""o"" sound, it was more like ""eye-eeee--ah-eye-eee"". Very high pitched. It won't do me much good to try to interpret the sound in letters.  But the way the pitch of the sound went up and down so fast, I've never heard any animal or human do that, and I've heard quite a lot of animals.  If a a human did what I heard, they'd bust their vocal chords. It went on for about 20 seconds-maybe a little longer, but not sure of that. It did seem to kind of trail off at one point then come back. I know it was long enough for me to get a good listen.  It was not close by, either. The window faced toward the north, so it's possible that's where it came from but I can't be sure of that. It seemed like it was off in the distance somewhere. When it started, it was rather quiet, and ended trailing off in the same manner it started.  Even though I was a bit groggy, it was wierd enough to wake me up and even scare me a bit.  I didn't think too much of it at the time but the next morning I was thinking to myself, ""What was that?""  I didn't report it or consider that until now because I wasn't sure and after a while I honestly had forgotten about it until something in my mind triggered it again.  All I can say is, if it wasn't a bigfoot, fine.  But please tell me what it was",2.333,9
191,1984-07-31,Report 191: Daytime sighting by motorists along Hwy 6 near Glenwood,OR,Oregon,45.63606,-123.3471,c2079,c20795,c20795v,c20795v3k6,1984-07-31,1984,7,31,Summer,Class A,This is a partial secondary report. I accidently sent the previous report before I completed the questionnaire. Bigfoot crossed the road in front of us while we were on Hwy 6 Between I-5 and the coast.  When we approched the crossing area it was grown up solid to the edge of the road. We were several hundred yards approching the figure when it was noticed. When we got closer there was no sign of it and the foilage looked impassable where it was. I am sure it was not a hiker or hunter. The figure moved with a purposeful gait. I would estimate the figure was in excess of 6 feet tall and had no distinguishable clothing.,7.0,132
202,1998-05-15,Report 202: Woman sees black shiny figure standing by tree disappear into forest,IL,Illinois,39.2949,-90.608,9yzxd,9yzxd1,9yzxd1m,9yzxd1mm2s,1998-05-15,1998,5,15,Spring,Class A,"I noticed that when we passed by the ""chicken house"" that the chickens were not out and about as usual.  Then I noticed a medium size dog running very quickly down the road towards us. Then on the drivers side of the road I saw an animal that was all black standing by a tree.  It was barely 5 feet tall.  At the time I saw it.  I said nothing about it to my husband.  It was standing by the tree and it just disappeared.  I though that no real animal could just disappear like a ghost into the forest.  But since then I have seen deer disappear just like that into the forest.  So I don't doubt that what I saw was an animal.  It appeared to be a animal with black fur not very tall only 5 foot.  It was standing up like a human.  It appeared to be very shy. Like I said I have not said much about this to anyone.  My husband and I are native americans and we have a great respect for animals.  We know that some of our people belive bigfoot to be a spiritual being not a physical being.  But the dog seemed to be running from it very quickly.",2.0,7
